freq, S11, S12, S21, S22 (Re + jIm format)
34.0000000000000000000 MHz,-0.97902275984569053779 + j0.04774238736110206216 ,-0.00000000000271280221 + j0.00000000000656155888 ,0.00000000155849646153 - j0.00000000459769233206 ,-0.97902597202069496785 + j0.04773944025027511417 
35.0000000000000000000 MHz,-0.97895256448426237750 + j0.04914655620246115991 ,-0.00000000000343175317 + j0.00000000000762721384 ,0.00000000199114837173 - j0.00000000536030162313 ,-0.97895597997647543220 + j0.04914330275966924400 
36.0000000000000000000 MHz,-0.97888032907955624395 + j0.05055072349101068924 ,-0.00000000000428549006 + j0.00000000000882625903 ,0.00000000250646108661 - j0.00000000622181134181 ,-0.97888395514650961005 + j0.05054714462006146963 
37.0000000000000000000 MHz,-0.97880605316676649874 + j0.05195488919686567370 ,-0.00000000000529223864 + j0.00000000001017085044 ,0.00000000311569115677 - j0.00000000719185361789 ,-0.97880989718321942394 + j0.05195096525653238734 
38.0000000000000000000 MHz,-0.97872973626765935595 + j0.05335905329136689246 ,-0.00000000000647193850 + j0.00000000001167387514 ,0.00000000383115125642 - j0.00000000828072903906 ,-0.97873380572894230767 + j0.05335476409543640774 
39.0000000000000000000 MHz,-0.97865137789054468254 + j0.05476321574711532497 ,-0.00000000000784634483 + j0.00000000001334897526 ,0.00000000466627179366 - j0.00000000949943825522 ,-0.97865568041590667026 + j0.05475854056443757445 
40.0000000000000000000 MHz,-0.97857097753024813169 + j0.05616737653800631808 ,-0.00000000000943913325 + j0.00000000001521057226 ,0.00000000563566421167 - j0.00000001085971466997 ,-0.97857552086620647191 + j0.05616229409254507032 
41.0000000000000000000 MHz,-0.97848853466808183299 + j0.05757153563926405149 ,-0.00000000001127600766 + j0.00000000001727389158 ,0.00000000675518598100 - j0.00000001237405825094 ,-0.97849332669177502275 + j0.05756602411014901527 
42.0000000000000000000 MHz,-0.97840404877181075260 + j0.05897569302747598247 ,-0.00000000001338481126 + j0.00000000001955498759 ,0.00000000804200728308 - j0.00000001405577049061 ,-0.97840909749435822640 + j0.05896973004905620153 
43.0000000000000000000 MHz,-0.97831751929562671410 + j0.06037984868062722804 ,-0.00000000001579564049 + j0.00000000002207076887 ,0.00000000951467938515 - j0.00000001591899054956 ,-0.97832283286548749057 + j0.06037341134252566938 
44.0000000000000000000 MHz,-0.97822894568010920757 + j0.06178400257813491253 ,-0.00000000001854096227 + j0.00000000002483902393 ,0.00000001119320470678 - j0.00000001797873261417 ,-0.97823453238645097230 + j0.06177706742530460898 
45.0000000000000000000 MHz,-0.97813832735219963244 + j0.06318815470088282038 ,-0.00000000002165573426 + j0.00000000002787844718 ,0.00000001309910857811 - j0.00000002025092450113 ,-0.97814419562826515619 + j0.06318069773366413733 
46.0000000000000000000 MHz,-0.97804566372516177353 + j0.06459230503125573675 ,-0.00000000002517752832 + j0.00000000003120866542 ,0.00000001525551269003 - j0.00000002275244754116 ,-0.97805182215164487847 + j0.06458430170543509596 
47.0000000000000000000 MHz,-0.97795095419855215813 + j0.06599645355317415585 ,-0.00000000002914665711 + j0.00000000003485026459 ,0.00000001768721023633 - j0.00000002550117777466 ,-0.97795741150697335087 + j0.06598787878004379326 
48.0000000000000000000 MHz,-0.97785419815818019895 + j0.06740060025212862849 ,-0.00000000003360630401 + j0.00000000003882481703 ,0.00000002042074274806 - j0.00000002851602849210 ,-0.97786096323427096344 + j0.06739142839854798950 
49.0000000000000000000 MHz,-0.97775539497607355521 + j0.06880474511521436631 ,-0.00000000003860265612 + j0.00000000004315490911 ,0.00000002348447862022 - j0.00000003181699415240 ,-0.97776247686316331009 + j0.06879495000367270852 
50.0000000000000000000 MHz,-0.97765454401044360466 + j0.07020888813116618610 ,-0.00000000004418504063 + j0.00000000004786416928 ,0.00000002690869333078 - j0.00000003542519571240 ,-0.97766195191284899213 + j0.07019844303984619505 
51.0000000000000000000 MHz,-0.97755164460564258899 + j0.07161302929039255194 ,-0.00000000005040606446 + j0.00000000005297729659 ,0.00000003072565135232 - j0.00000003936292740115 ,-0.97755938789206631157 + j0.07160190695323581656 
52.0000000000000000000 MHz,-0.97744669609212930794 + j0.07301716858501076934 ,-0.00000000005732175713 + j0.00000000005852008966 ,0.00000003496968975623 - j0.00000004365370497263 ,-0.97745478429905907625 + j0.07300534119178408998 
53.0000000000000000000 MHz,-0.97733969778642626469 + j0.07442130600888129111 ,-0.00000000006499171705 + j0.00000000006451947609 ,0.00000003967730350963 - j0.00000004832231547102 ,-0.97734814062154240499 + j0.07440874520524447255 
54.0000000000000000000 MHz,-0.97723064899108436077 + j0.07582544155764303628 ,-0.00000000007347926119 + j0.00000000007100354242 ,0.00000004488723246506 - j0.00000005339486854268 ,-0.97723945633666664534 + j0.07581211844521786036 
55.0000000000000000000 MHz,-0.97711954899463082658 + j0.07722957522874712710 ,-0.00000000008285157803 + j0.00000000007800156447 ,0.00000005064055004299 - j0.00000005889884932940 ,-0.97712873091098184641 + j0.07721546036518797673 
56.0000000000000000000 MHz,-0.97700639707154157687 + j0.07863370702149283242 ,-0.00000000009317988406 + j0.00000000008554403832 ,0.00000005698075360722 - j0.00000006486317297753 ,-0.97701596380040045542 + j0.07861877042055806508 
57.0000000000000000000 MHz,-0.97689119248218703184 + j0.08003783693706155444 ,-0.00000000010453958363 + j0.00000000009366271169 ,0.00000006395385653313 - j0.00000007131824079818 ,-0.97690115445015968110 + j0.08002204806868666587 
58.0000000000000000000 MHz,-0.97677393447279259320 + j0.08144196497855200889 ,-0.00000000011701043239 + j0.00000000010239061596 ,0.00000007160848196882 - j0.00000007829599811352 ,-0.97678430229478330205 + j0.08142529276892380985 
59.0000000000000000000 MHz,-0.97665462227539390216 + j0.08284609115101522481 ,-0.00000000013067670410 + j0.00000000011176209867 ,0.00000007999595828919 - j0.00000008582999382492 ,-0.97666540675804236482 + j0.08282850398264723912 
60.0000000000000000000 MHz,-0.97653325510779009910 + j0.08425021546148893370 ,-0.00000000014562736114 + j0.00000000012181285661 ,0.00000008917041624278 - j0.00000009395544173859 ,-0.97654446725291521592 + j0.08423168117329862814 
61.0000000000000000000 MHz,-0.97640983217349852641 + j0.08565433791903327709 ,-0.00000000016195622849 + j0.00000000013257996949 ,0.00000009918888779145 - j0.00000010270928368484 ,-0.97642148318154686759 + j0.08563482380641990188 
62.0000000000000000000 MHz,-0.97628435266170721096 + j0.08705845853476523732 ,-0.00000000017976217132 + j0.00000000014410193421 ,0.00000011011140664274 - j0.00000011213025446741 ,-0.97629645393520747554 + j0.08703793134968919321 
63.0000000000000000000 MHz,-0.97615681574722434899 + j0.08846257732189369283 ,-0.00000000019914927632 + j0.00000000015641869972 ,0.00000012200111047487 - j0.00000012225894867936 ,-0.97616937889425048347 + j0.08844100327295753572 
64.0000000000000000000 MHz,-0.97602722059043289793 + j0.08986669429575470935 ,-0.00000000022022703658 + j0.00000000016957170251 ,0.00000013492434485420 - j0.00000013313788942269 ,-0.97604025742806910237 + j0.08984403904828500154 
65.0000000000000000000 MHz,-0.97589556633724039436 + j0.09127080947384670628 ,-0.00000000024311054030 + j0.00000000018360390279 ,0.00000014895076884500 - j0.00000014481159896881 ,-0.97590908889505301183 + j0.09124703814997708884 
