freq, S11, S12, S21, S22 (Re + jIm format)
34.0000000000000000000 MHz,-0.99919303059868536110 + j0.04016575069621246968 ,-0.00000000000337847171 - j0.00000000000002783011 ,0.00000000237325765143 - j0.00000000010708947054 ,-0.99919313449108526637 + j0.04016316603192890411 
35.0000000000000000000 MHz,-0.99914483385961827544 + j0.04134732014934437011 ,-0.00000000000402123120 - j0.00000000000003216440 ,0.00000000282435756865 - j0.00000000013255397301 ,-0.99914495053118634882 + j0.04134450063329649094 
36.0000000000000000000 MHz,-0.99909523659212562396 + j0.04252890916278154881 ,-0.00000000000476291581 - j0.00000000000003702024 ,0.00000000334478120932 - j0.00000000016298702719 ,-0.99909536718766112084 + j0.04252584098106673705 
37.0000000000000000000 MHz,-0.99904423849303825023 + j0.04371051830906408364 ,-0.00000000000561537143 - j0.00000000000004244254 ,0.00000000394280789120 - j0.00000000019916481611 ,-0.99904438422386088181 + j0.04370718725275123118 
38.0000000000000000000 MHz,-0.99899183925045920152 + j0.04489214816189179141 ,-0.00000000000659148214 - j0.00000000000004847854 ,0.00000000462743867755 - j0.00000000024195703995 ,-0.99899200139630395245 + j0.04488853962699158873 
39.0000000000000000000 MHz,-0.99893803854374874085 + j0.04607379929615693787 ,-0.00000000000770522996 - j0.00000000000005517775 ,0.00000000540843737581 - j0.00000000029233509888 ,-0.99893821845466124199 + j0.04606989828359151634 
40.0000000000000000000 MHz,-0.99888283604350769362 + j0.04725547228797714189 ,-0.00000000000897175643 - j0.00000000000006259201 ,0.00000000629637269910 - j0.00000000035138074281 ,-0.99888303514174214826 + j0.04725126340354859206 
41.0000000000000000000 MHz,-0.99882623141156046120 + j0.04843716771472818955 ,-0.00000000001040742591 - j0.00000000000007077545 ,0.00000000730266159394 - j0.00000000042029520170 ,-0.99882645119347956975 + j0.04843263516908636462 
42.0000000000000000000 MHz,-0.99876822430093892269 + j0.04961888615507711181 ,-0.00000000001202989075 - j0.00000000000007978449 ,0.00000000843961373738 - j0.00000000050040881019 ,-0.99876846633891491756 + j0.04961401376368634181 
43.0000000000000000000 MHz,-0.99870881435586389419 + j0.05080062818901494998 ,-0.00000000001385815825 - j0.00000000000008967779 ,0.00000000972047720707 - j0.00000000059319114048 ,-0.99870908030018201718 + j0.05079539937212020073 
44.0000000000000000000 MHz,-0.99864800121172769831 + j0.05198239439789002769 ,-0.00000000001591265950 - j0.00000000000010051624 ,0.00000001115948532773 - j0.00000000070026165736 ,-0.99864829279249145433 + j0.05197679218048168598 
