"# Channel 1"
"# Trace 2"
Frequency, Formatted Data, Formatted Data
+1.51627760913E+008, -1.35651977842E+001, +0.00000000000E+000
+1.55804628609E+008, -1.71373293875E+001, +0.00000000000E+000
+1.59981496305E+008, -2.03924000674E+001, +0.00000000000E+000
+1.64158364001E+008, -2.32900732241E+001, +0.00000000000E+000
+1.68335231697E+008, -2.62183295834E+001, +0.00000000000E+000
+1.73205080757E+008, -2.90838201407E+001, +0.00000000000E+000
+1.79007295527E+008, -3.23795882600E+001, +0.00000000000E+000
+1.84809510296E+008, -3.51307787023E+001, +0.00000000000E+000
+1.90611725066E+008, -3.85187313072E+001, +0.00000000000E+000
+1.96413939836E+008, -4.08669101402E+001, +0.00000000000E+000
+2.02216154605E+008, -4.31742164966E+001, +0.00000000000E+000
+2.08018369375E+008, -4.57097140588E+001, +0.00000000000E+000
+2.13820584145E+008, -4.84534736823E+001, +0.00000000000E+000
+2.19622798914E+008, -5.04072271357E+001, +0.00000000000E+000
+2.25425013684E+008, -5.18010902395E+001, +0.00000000000E+000
+2.31227228454E+008, -5.50495947238E+001, +0.00000000000E+000
+2.37029443223E+008, -5.74846748620E+001, +0.00000000000E+000
+2.43886579425E+008, -5.92670776000E+001, +0.00000000000E+000
+2.51935166804E+008, -6.20786598090E+001, +0.00000000000E+000
+2.59983754184E+008, -6.53749212803E+001, +0.00000000000E+000
+2.68032341563E+008, -6.90919950847E+001, +0.00000000000E+000
+2.76080928942E+008, -6.90496392972E+001, +0.00000000000E+000
+2.84129516321E+008, -7.39883773554E+001, +0.00000000000E+000
+2.92178103700E+008, -7.90992244267E+001, +0.00000000000E+000
+3.00226691079E+008, -8.37736179852E+001, +0.00000000000E+000
+3.08275278458E+008, -8.25463379132E+001, +0.00000000000E+000
+3.16323865838E+008, -9.31077645003E+001, +0.00000000000E+000
+3.24372453217E+008, -8.82610081933E+001, +0.00000000000E+000
+3.33756376419E+008, -1.09983836524E+002, +0.00000000000E+000
+3.44770788796E+008, -1.28110136591E+002, +0.00000000000E+000
+3.55785201173E+008, -1.40312218323E+002, +0.00000000000E+000
+3.66799613549E+008, -1.49619233780E+002, +0.00000000000E+000
+3.77814025926E+008, -1.45472321535E+002, +0.00000000000E+000
+3.88828438303E+008, -1.51737470773E+002, +0.00000000000E+000
+3.99842850680E+008, -1.61137218560E+002, +0.00000000000E+000
+4.10857263057E+008, -1.78967852036E+002, +0.00000000000E+000
+4.21871675433E+008, -1.63936623711E+002, +0.00000000000E+000
+4.32886087810E+008, -1.72480167942E+002, +0.00000000000E+000
+4.43900500187E+008, +1.76777182541E+002, +0.00000000000E+000
+4.56742306456E+008, +1.72792925373E+002, +0.00000000000E+000
+4.71815421065E+008, +1.62149132663E+002, +0.00000000000E+000
+4.86888535674E+008, +1.69739071412E+002, +0.00000000000E+000
+5.01961650283E+008, +1.57345241542E+002, +0.00000000000E+000
+5.17034764892E+008, +1.62554566625E+002, +0.00000000000E+000
+5.32107879501E+008, +1.54597153000E+002, +0.00000000000E+000
+5.47180994110E+008, +1.44960608162E+002, +0.00000000000E+000
+5.62254108719E+008, +1.52680825239E+002, +0.00000000000E+000
+5.77327223328E+008, +1.45344299496E+002, +0.00000000000E+000
+5.92400337937E+008, +1.43297113501E+002, +0.00000000000E+000
+6.07473452546E+008, +1.40860462063E+002, +0.00000000000E+000
+6.25047337657E+008, +1.43121406678E+002, +0.00000000000E+000
+6.45674746205E+008, +1.37261213735E+002, +0.00000000000E+000
+6.66302154754E+008, +1.43227650100E+002, +0.00000000000E+000
+6.86929563302E+008, +1.40178552204E+002, +0.00000000000E+000
+7.07556971850E+008, +1.39494904325E+002, +0.00000000000E+000
+7.28184380398E+008, +1.32268938743E+002, +0.00000000000E+000
+7.48811788947E+008, +1.27528061869E+002, +0.00000000000E+000
+7.69439197495E+008, +1.28871085384E+002, +0.00000000000E+000
+7.90066606043E+008, +1.27884342249E+002, +0.00000000000E+000
+8.10694014591E+008, +1.25071044557E+002, +0.00000000000E+000
+8.31321423139E+008, +1.21259235013E+002, +0.00000000000E+000
+8.55371111434E+008, +1.17511676357E+002, +0.00000000000E+000
+8.83599516409E+008, +1.11679778263E+002, +0.00000000000E+000
+9.11827921384E+008, +1.11951967540E+002, +0.00000000000E+000
+9.40056326359E+008, +1.10038405995E+002, +0.00000000000E+000
+9.68284731334E+008, +1.11691882368E+002, +0.00000000000E+000
+9.96513136309E+008, +1.14973772076E+002, +0.00000000000E+000
+1.02474154128E+009, +1.26367559076E+002, +0.00000000000E+000
+1.05296994626E+009, +1.41091438719E+002, +0.00000000000E+000
+1.08119835123E+009, +1.54426193527E+002, +0.00000000000E+000
+1.10942675621E+009, +1.57105930548E+002, +0.00000000000E+000
+1.13765516118E+009, +1.13575500615E+002, +0.00000000000E+000
+1.17056692221E+009, +5.56885427987E+001, +0.00000000000E+000
+1.20977986363E+009, +4.26496683302E+001, +0.00000000000E+000
+1.24899280504E+009, +3.70609734018E+001, +0.00000000000E+000
+1.28820574646E+009, +3.52317500839E+001, +0.00000000000E+000
+1.32741868788E+009, +3.27600946945E+001, +0.00000000000E+000
+1.36663162930E+009, +3.26735331278E+001, +0.00000000000E+000
+1.40584457071E+009, +3.13342700208E+001, +0.00000000000E+000
+1.44505751213E+009, +3.24305383150E+001, +0.00000000000E+000
+1.48427045355E+009, +3.18871041268E+001, +0.00000000000E+000
+1.52348339497E+009, +3.22554700558E+001, +0.00000000000E+000
+1.56269633638E+009, +3.27879614583E+001, +0.00000000000E+000
+1.60190927780E+009, +3.20203556672E+001, +0.00000000000E+000
+1.64825166443E+009, +3.18595829199E+001, +0.00000000000E+000
+1.70264620133E+009, +3.19619257517E+001, +0.00000000000E+000
+1.75704073823E+009, +3.28135677094E+001, +0.00000000000E+000
+1.81143527513E+009, +3.77529745932E+001, +0.00000000000E+000
+1.86582981203E+009, +4.26252969201E+001, +0.00000000000E+000
+1.92022434893E+009, +4.82935196360E+001, +0.00000000000E+000
+1.97461888583E+009, +5.56791532467E+001, +0.00000000000E+000
+2.02901342273E+009, +5.71438397476E+001, +0.00000000000E+000
+2.08340795963E+009, +5.61879748627E+001, +0.00000000000E+000
+2.13780249653E+009, +5.37624901162E+001, +0.00000000000E+000
+2.19219703343E+009, +5.17204809049E+001, +0.00000000000E+000
+2.25561613207E+009, +4.68791132927E+001, +0.00000000000E+000
+2.33005451887E+009, +4.16083751292E+001, +0.00000000000E+000
+2.40449290566E+009, +3.59714271151E+001, +0.00000000000E+000
+2.47893129245E+009, +3.28409037965E+001, +0.00000000000E+000
+2.55336967924E+009, +2.78944463040E+001, +0.00000000000E+000
+2.62780806604E+009, +1.33598098958E+001, +0.00000000000E+000
+2.70224645283E+009, -1.96711807403E+000, +0.00000000000E+000
+2.77668483962E+009, +8.82115757710E-001, +0.00000000000E+000
+2.85112322641E+009, +8.26360631588E+000, +0.00000000000E+000
+2.92556161321E+009, +3.53194424089E+001, +0.00000000000E+000
+3.00000000000E+009, +2.40076776208E+001, +0.00000000000E+000
